Validity_date,City,Persist_value_humidity,EC_humidity_1,EC_humidity_2,C3_humidity_1,C3_humidity_2
12/08/2017,Bet Shean,29,28,29,36,32
12/08/2017,Elat,17,22,23,22,23
12/08/2017,En Gedi,34,38,37,34,37
12/08/2017,Haifa,61,64,62,65,64
12/08/2017,Jerusalem,37,37,36,48,50
12/08/2017,Lod,52,42,41,51,51
12/08/2017,Mizpe Ramon,28,28,28,30,32
12/08/2017,Nazareth,57,49,48,53,49
12/08/2017,Qazrin,38,31,28,42,40
12/08/2017,Tel Aviv,60,55,52,58,64
12/08/2017,Tiberias,32,35,32,45,39
12/08/2017,Zefat,40,34,33,38,28
13/08/2017,Afula,46,34,33,44,41
13/08/2017,Ashdod,69,78,80,80,84
13/08/2017,Beer Sheva,44,33,32,40,38
13/08/2017,Bet Shean,34,24,24,32,30
13/08/2017,Elat,28,16,14,15,16
13/08/2017,En Gedi,33,32,32,32,28
13/08/2017,Haifa,66,62,60,69,69
13/08/2017,Jerusalem,35,32,33,44,40
13/08/2017,Lod,53,39,40,52,50
13/08/2017,Mizpe Ramon,27,24,22,29,26
13/08/2017,Nazareth,55,44,43,55,53
13/08/2017,Qazrin,39,25,26,38,36
13/08/2017,Tel Aviv,67,52,53,65,64
13/08/2017,Tiberias,36,28,29,31,50
13/08/2017,Zefat,48,28,27,34,32
14/08/2017,Afula,44,44,42,47,48
14/08/2017,Ashdod,67,76,77,78,82
14/08/2017,Beer Sheva,44,40,35,40,39
14/08/2017,Bet Shean,31,31,30,34,34
14/08/2017,Elat,15,17,16,18,17
14/08/2017,En Gedi,34,31,29,28,26
14/08/2017,Haifa,66,64,64,67,70
14/08/2017,Jerusalem,43,42,42,50,47
14/08/2017,Lod,56,44,44,55,52
14/08/2017,Mizpe Ramon,22,27,26,32,34
14/08/2017,Nazareth,60,54,53,57,58
14/08/2017,Qazrin,39,38,34,46,45
14/08/2017,Tel Aviv,65,57,58,64,66
14/08/2017,Tiberias,35,39,36,34,35
14/08/2017,Zefat,37,40,36,49,48
15/08/2017,Afula,47,47,45,46,45
15/08/2017,Ashdod,72,77,71,76,78
15/08/2017,Beer Sheva,40,44,45,47,47
15/08/2017,Bet Shean,35,34,33,36,37
15/08/2017,Elat,15,21,17,21,20
15/08/2017,En Gedi,33,41,38,38,32
15/08/2017,Haifa,66,62,63,67,67
15/08/2017,Jerusalem,38,43,43,51,45
15/08/2017,Lod,54,47,47,58,56
15/08/2017,Mizpe Ramon,26,33,33,34,36
15/08/2017,Nazareth,63,54,51,60,59
15/08/2017,Qazrin,44,39,35,49,50
15/08/2017,Tel Aviv,68,53,60,61,61
15/08/2017,Tiberias,39,40,38,35,41
15/08/2017,Zefat,50,38,41,55,53
16/08/2017,Afula,45,45,42,47,45
16/08/2017,Ashdod,68,68,71,77,73
16/08/2017,Beer Sheva,46,42,41,43,46
16/08/2017,Bet Shean,35,31,32,38,39
16/08/2017,Elat,22,28,28,26,28
16/08/2017,En Gedi,33,42,43,34,34
16/08/2017,Haifa,64,64,61,69,69
16/08/2017,Jerusalem,50,44,43,51,52
16/08/2017,Lod,54,46,47,57,53
16/08/2017,Mizpe Ramon,28,39,38,39,41
16/08/2017,Nazareth,59,54,54,60,58
16/08/2017,Qazrin,46,39,36,48,49
16/08/2017,Tel Aviv,66,54,54,64,62
16/08/2017,Tiberias,38,41,40,41,53
16/08/2017,Zefat,45,42,40,55,53
17/08/2017,Afula,44,37,42,42,46
17/08/2017,Ashdod,66,74,73,76,76
17/08/2017,Beer Sheva,41,42,41,43,42
17/08/2017,Bet Shean,36,28,28,34,36
17/08/2017,Elat,27,23,20,22,22
17/08/2017,En Gedi,34,38,38,29,29
17/08/2017,Haifa,62,59,62,58,66
17/08/2017,Jerusalem,48,42,43,47,50
17/08/2017,Lod,55,47,47,49,58
17/08/2017,Mizpe Ramon,30,33,32,37,36
17/08/2017,Nazareth,58,48,56,52,50
17/08/2017,Qazrin,43,34,35,45,42
17/08/2017,Tel Aviv,63,54,55,56,65
17/08/2017,Tiberias,42,35,36,36,41
17/08/2017,Zefat,53,38,36,50,46
18/08/2017,Afula,46,39,39,39,37
18/08/2017,Ashdod,71,73,72,69,75
18/08/2017,Beer Sheva,34,29,31,36,27
18/08/2017,Bet Shean,32,28,29,29,26
18/08/2017,Elat,26,24,26,22,22
18/08/2017,En Gedi,36,38,39,31,35
18/08/2017,Haifa,69,54,56,55,57
18/08/2017,Jerusalem,40,35,38,42,40
18/08/2017,Lod,55,39,37,44,39
18/08/2017,Mizpe Ramon,25,32,29,34,31
18/08/2017,Nazareth,58,43,47,47,44
18/08/2017,Qazrin,35,31,34,39,38
18/08/2017,Tel Aviv,68,51,47,53,53
18/08/2017,Tiberias,39,33,34,33,42
18/08/2017,Zefat,37,28,32,45,40
19/08/2017,Afula,40,33,28,39,34
19/08/2017,Ashdod,65,70,71,72,74
19/08/2017,Beer Sheva,29,25,26,33,31
19/08/2017,Bet Shean,30,19,18,26,27
19/08/2017,Elat,22,23,25,20,20
19/08/2017,En Gedi,35,34,33,24,25
19/08/2017,Haifa,60,56,54,61,54
19/08/2017,Jerusalem,34,29,28,46,34
19/08/2017,Lod,46,30,29,40,36
19/08/2017,Mizpe Ramon,25,25,24,27,26
19/08/2017,Nazareth,59,35,29,43,37
19/08/2017,Qazrin,38,17,16,30,30
19/08/2017,Tel Aviv,55,48,47,56,50
19/08/2017,Tiberias,30,21,19,41,31
19/08/2017,Zefat,40,25,23,28,33
20/08/2017,Afula,32,38,39,42,43
20/08/2017,Ashdod,59,75,76,76,77
20/08/2017,Beer Sheva,26,32,34,40,45
20/08/2017,Bet Shean,25,24,24,35,31
20/08/2017,Elat,20,18,18,16,16
20/08/2017,En Gedi,25,29,28,28,24
20/08/2017,Haifa,54,63,63,64,65
20/08/2017,Jerusalem,32,37,40,43,47
20/08/2017,Lod,38,36,40,53,52
20/08/2017,Mizpe Ramon,25,35,34,36,36
20/08/2017,Nazareth,45,42,43,48,48
20/08/2017,Qazrin,25,26,22,33,33
20/08/2017,Tel Aviv,55,55,57,62,62
20/08/2017,Tiberias,33,27,28,30,29
20/08/2017,Zefat,24,26,28,34,35
21/08/2017,Afula,35,44,42,34,38
21/08/2017,Ashdod,61,70,70,71,71
21/08/2017,Beer Sheva,31,35,34,39,38
21/08/2017,Bet Shean,25,32,29,29,32
21/08/2017,Elat,21,25,26,25,23
21/08/2017,En Gedi,18,42,44,37,37
21/08/2017,Haifa,59,58,59,47,57
21/08/2017,Jerusalem,34,44,41,44,40
21/08/2017,Lod,41,45,41,42,45
21/08/2017,Mizpe Ramon,30,35,37,41,44
21/08/2017,Nazareth,36,50,50,41,44
21/08/2017,Qazrin,32,33,29,34,33
21/08/2017,Tel Aviv,56,53,53,52,59
21/08/2017,Tiberias,39,34,33,27,30
21/08/2017,Zefat,27,39,36,39,42
22/08/2017,Afula,45,42,42,35,41
22/08/2017,Ashdod,68,70,70,73,70
22/08/2017,Beer Sheva,37,36,37,37,41
22/08/2017,Bet Shean,37,28,27,32,30
22/08/2017,Elat,20,25,24,21,19
22/08/2017,En Gedi,31,44,43,39,39
22/08/2017,Haifa,66,60,60,57,63
22/08/2017,Jerusalem,46,42,42,43,44
22/08/2017,Lod,53,46,45,49,48
22/08/2017,Mizpe Ramon,32,37,38,39,36
22/08/2017,Nazareth,57,51,50,44,50
22/08/2017,Qazrin,40,35,35,29,36
22/08/2017,Tel Aviv,64,54,55,54,56
22/08/2017,Tiberias,34,36,35,32,35
22/08/2017,Zefat,47,39,38,41,50
23/08/2017,Afula,41,38,38,36,40
23/08/2017,Ashdod,65,71,70,68,75
23/08/2017,Beer Sheva,42,28,30,38,40
23/08/2017,Bet Shean,31,25,25,33,36
23/08/2017,Elat,22,21,22,19,18
23/08/2017,En Gedi,35,43,43,32,36
23/08/2017,Haifa,62,59,58,61,60
23/08/2017,Jerusalem,51,37,36,43,47
23/08/2017,Lod,52,38,39,50,51
23/08/2017,Mizpe Ramon,34,33,36,33,34
23/08/2017,Nazareth,56,46,45,46,47
23/08/2017,Qazrin,37,31,32,44,45
23/08/2017,Tel Aviv,65,54,52,57,58
23/08/2017,Tiberias,33,28,28,33,45
23/08/2017,Zefat,50,27,29,40,41
24/08/2017,Afula,44,42,40,44,43
24/08/2017,Ashdod,68,72,73,74,77
24/08/2017,Beer Sheva,35,35,36,44,45
24/08/2017,Bet Shean,33,29,30,38,37
24/08/2017,Elat,18,26,24,23,17
24/08/2017,En Gedi,31,42,39,39,39
24/08/2017,Haifa,64,64,61,62,66
24/08/2017,Jerusalem,41,40,40,49,47
24/08/2017,Lod,53,43,45,53,56
24/08/2017,Mizpe Ramon,34,32,31,39,38
24/08/2017,Nazareth,60,52,53,49,53
24/08/2017,Qazrin,40,30,29,45,44
24/08/2017,Tel Aviv,62,52,54,61,65
24/08/2017,Tiberias,34,33,34,48,44
24/08/2017,Zefat,43,37,39,44,45
25/08/2017,Afula,50,47,43,51,48
25/08/2017,Ashdod,68,76,75,78,80
25/08/2017,Beer Sheva,42,44,38,47,48
25/08/2017,Bet Shean,37,30,27,34,35
25/08/2017,Elat,21,30,28,28,26
25/08/2017,En Gedi,33,41,41,43,39
25/08/2017,Haifa,65,67,62,67,69
25/08/2017,Jerusalem,40,37,36,45,45
25/08/2017,Lod,57,48,44,52,53
25/08/2017,Mizpe Ramon,30,35,32,40,41
25/08/2017,Nazareth,52,52,46,47,50
25/08/2017,Qazrin,38,26,23,39,40
25/08/2017,Tel Aviv,66,56,53,62,64
25/08/2017,Tiberias,47,34,34,45,40
25/08/2017,Zefat,51,33,30,38,43
26/08/2017,Afula,54,37,39,37,36
26/08/2017,Ashdod,72,77,75,83,85
26/08/2017,Beer Sheva,48,36,35,41,43
26/08/2017,Bet Shean,36,23,25,32,33
26/08/2017,Elat,30,28,27,29,24
26/08/2017,En Gedi,39,34,34,35,32
26/08/2017,Haifa,66,68,66,73,74
26/08/2017,Jerusalem,38,37,36,45,47
26/08/2017,Lod,62,39,40,51,54
26/08/2017,Mizpe Ramon,32,32,32,38,38
26/08/2017,Nazareth,66,52,50,53,60
26/08/2017,Qazrin,45,30,32,39,43
26/08/2017,Tel Aviv,71,58,57,66,69
26/08/2017,Tiberias,53,26,29,31,40
26/08/2017,Zefat,55,25,27,28,36
27/08/2017,Afula,37,23,26,34,41
27/08/2017,Ashdod,77,78,74,79,82
27/08/2017,Beer Sheva,35,21,22,32,31
27/08/2017,Bet Shean,29,15,16,23,23
27/08/2017,Elat,30,13,12,16,12
27/08/2017,En Gedi,28,33,31,32,26
27/08/2017,Haifa,68,62,64,60,61
27/08/2017,Jerusalem,37,28,28,31,34
27/08/2017,Lod,53,27,28,41,44
27/08/2017,Mizpe Ramon,31,23,21,22,27
27/08/2017,Nazareth,63,37,41,47,54
27/08/2017,Qazrin,37,19,20,35,42
27/08/2017,Tel Aviv,69,51,53,65,65
27/08/2017,Tiberias,35,20,24,30,29
27/08/2017,Zefat,30,20,22,28,32
28/08/2017,Afula,25,31,25,38,42
28/08/2017,Ashdod,72,72,72,78,79
28/08/2017,Beer Sheva,32,35,34,39,37
28/08/2017,Bet Shean,22,24,22,32,27
28/08/2017,Elat,14,19,17,15,15
28/08/2017,En Gedi,18,33,31,29,21
28/08/2017,Haifa,51,59,56,64,67
28/08/2017,Jerusalem,36,38,36,44,44
28/08/2017,Lod,39,36,32,49,50
28/08/2017,Mizpe Ramon,22,37,35,41,38
28/08/2017,Nazareth,41,44,38,48,50
28/08/2017,Qazrin,27,33,28,40,34
28/08/2017,Tel Aviv,59,52,49,62,65
28/08/2017,Tiberias,22,32,23,28,26
28/08/2017,Zefat,30,27,21,36,28
29/08/2017,Afula,39,39,39,39,47
29/08/2017,Ashdod,60,64,63,69,76
29/08/2017,Beer Sheva,40,37,32,43,34
29/08/2017,Bet Shean,28,28,30,35,39
29/08/2017,Elat,18,16,14,13,15
29/08/2017,En Gedi,30,35,34,29,26
29/08/2017,Haifa,59,53,51,60,59
29/08/2017,Jerusalem,49,39,36,50,39
29/08/2017,Lod,48,42,33,52,51
29/08/2017,Mizpe Ramon,31,24,23,30,22
29/08/2017,Nazareth,51,44,46,46,53
29/08/2017,Qazrin,34,34,34,43,47
29/08/2017,Tel Aviv,57,44,41,55,58
29/08/2017,Tiberias,27,37,35,36,41
29/08/2017,Zefat,32,35,38,50,54
30/08/2017,Afula,37,39,38,42,44
30/08/2017,Ashdod,60,63,66,75,78
30/08/2017,Beer Sheva,29,44,43,41,40
30/08/2017,Bet Shean,25,30,29,37,35
30/08/2017,Elat,23,20,20,20,20
30/08/2017,En Gedi,29,35,33,27,27
30/08/2017,Haifa,54,52,54,59,56
30/08/2017,Jerusalem,29,43,42,48,50
30/08/2017,Lod,45,41,43,50,50
30/08/2017,Mizpe Ramon,21,31,31,36,36
30/08/2017,Nazareth,49,48,50,50,51
30/08/2017,Qazrin,34,31,33,41,42
30/08/2017,Tel Aviv,52,48,48,55,61
30/08/2017,Tiberias,40,31,33,34,44
30/08/2017,Zefat,44,40,38,49,44
31/08/2017,Afula,42,41,41,40,40
31/08/2017,Ashdod,61,61,60,71,75
31/08/2017,Beer Sheva,36,41,43,42,42
31/08/2017,Bet Shean,31,31,31,33,34
31/08/2017,Elat,23,22,22,23,22
31/08/2017,En Gedi,27,38,39,27,32
31/08/2017,Haifa,54,51,51,48,54
31/08/2017,Jerusalem,34,45,44,50,47
31/08/2017,Lod,46,43,41,48,47
31/08/2017,Mizpe Ramon,31,39,38,41,36
31/08/2017,Nazareth,48,45,44,46,49
31/08/2017,Qazrin,34,34,32,44,42
31/08/2017,Tel Aviv,53,48,46,59,55
31/08/2017,Tiberias,41,35,34,43,33
31/08/2017,Zefat,46,42,41,47,43
01/09/2017,Afula,43,46,44,40,44
01/09/2017,Ashdod,54,68,69,76,79
01/09/2017,Beer Sheva,39,43,45,38,43
01/09/2017,Bet Shean,32,36,33,33,35
01/09/2017,Elat,23,29,29,27,31
01/09/2017,En Gedi,29,46,48,39,37
01/09/2017,Haifa,55,60,63,57,56
01/09/2017,Jerusalem,45,43,41,53,47
01/09/2017,Lod,48,45,46,45,49
01/09/2017,Mizpe Ramon,36,38,39,45,49
01/09/2017,Nazareth,49,52,50,47,49
01/09/2017,Qazrin,42,37,33,40,41
01/09/2017,Tel Aviv,52,53,55,54,61
01/09/2017,Tiberias,38,36,33,27,30
01/09/2017,Zefat,47,41,39,48,45
02/09/2017,Afula,49,46,47,43,50
02/09/2017,Ashdod,71,78,78,74,76
02/09/2017,Beer Sheva,41,43,42,45,53
02/09/2017,Bet Shean,37,31,31,38,34
02/09/2017,Elat,27,33,32,30,29
02/09/2017,En Gedi,37,48,50,44,40
02/09/2017,Haifa,70,65,66,61,64
02/09/2017,Jerusalem,51,43,42,49,58
02/09/2017,Lod,55,47,47,52,53
02/09/2017,Mizpe Ramon,38,34,36,46,44
02/09/2017,Nazareth,63,48,49,53,43
02/09/2017,Qazrin,39,25,25,46,30
02/09/2017,Tel Aviv,65,57,58,61,62
02/09/2017,Tiberias,34,38,32,49,36
02/09/2017,Zefat,37,34,34,45,43
03/09/2017,Afula,45,38,38,43,45
03/09/2017,Ashdod,71,79,80,79,82
03/09/2017,Beer Sheva,46,42,43,50,49
03/09/2017,Bet Shean,31,26,21,29,28
03/09/2017,Elat,28,30,25,33,26
03/09/2017,En Gedi,33,38,36,41,32
03/09/2017,Haifa,66,66,67,64,65
03/09/2017,Jerusalem,46,39,35,48,47
03/09/2017,Lod,57,44,44,56,56
03/09/2017,Mizpe Ramon,38,37,35,48,44
03/09/2017,Nazareth,62,36,37,41,45
03/09/2017,Qazrin,42,20,17,26,26
03/09/2017,Tel Aviv,69,56,56,66,64
03/09/2017,Tiberias,46,29,28,34,33
03/09/2017,Zefat,55,24,23,30,31
04/09/2017,Afula,48,49,47,50,46
04/09/2017,Ashdod,75,74,74,78,80
04/09/2017,Beer Sheva,51,45,43,50,44
04/09/2017,Bet Shean,29,37,37,41,40
04/09/2017,Elat,33,31,34,35,33
04/09/2017,En Gedi,34,51,49,42,38
04/09/2017,Haifa,70,65,65,59,62
04/09/2017,Jerusalem,42,50,48,58,57
04/09/2017,Lod,62,48,47,54,54
04/09/2017,Mizpe Ramon,38,46,43,54,48
04/09/2017,Nazareth,57,58,55,51,60
04/09/2017,Qazrin,35,39,37,49,47
04/09/2017,Tel Aviv,75,56,56,61,64
04/09/2017,Tiberias,31,41,40,43,50
04/09/2017,Zefat,45,39,35,61,46
05/09/2017,Afula,52,38,35,36,41
05/09/2017,Ashdod,72,81,80,80,84
05/09/2017,Beer Sheva,47,32,35,39,40
05/09/2017,Bet Shean,40,23,22,32,29
05/09/2017,Elat,35,38,31,27,20
05/09/2017,En Gedi,42,37,35,29,30
05/09/2017,Haifa,71,66,64,67,66
05/09/2017,Jerusalem,50,40,39,45,44
05/09/2017,Lod,56,38,38,49,53
05/09/2017,Mizpe Ramon,43,36,37,37,39
05/09/2017,Nazareth,67,47,43,53,56
05/09/2017,Qazrin,37,26,25,40,43
05/09/2017,Tel Aviv,69,60,59,64,63
05/09/2017,Tiberias,45,31,30,34,38
05/09/2017,Zefat,59,28,28,36,43
06/09/2017,Afula,35,34,36,41,46
06/09/2017,Ashdod,73,69,71,75,78
06/09/2017,Beer Sheva,40,32,32,37,41
06/09/2017,Bet Shean,30,25,26,30,31
06/09/2017,Elat,26,29,30,27,27
06/09/2017,En Gedi,22,43,43,37,36
06/09/2017,Haifa,51,59,60,65,67
06/09/2017,Jerusalem,47,36,35,37,44
06/09/2017,Lod,56,34,38,49,52
06/09/2017,Mizpe Ramon,30,34,36,44,42
06/09/2017,Nazareth,47,46,56,52,54
06/09/2017,Qazrin,25,24,25,39,32
06/09/2017,Tel Aviv,68,50,53,62,63
06/09/2017,Tiberias,33,28,30,29,37
06/09/2017,Zefat,37,29,34,34,36
07/09/2017,Afula,43,35,36,38,41
07/09/2017,Ashdod,66,65,66,69,72
07/09/2017,Beer Sheva,31,39,39,42,43
07/09/2017,Bet Shean,27,27,26,32,35
07/09/2017,Elat,25,22,23,20,22
07/09/2017,En Gedi,37,41,43,36,38
07/09/2017,Haifa,62,51,53,51,55
07/09/2017,Jerusalem,35,41,41,47,32
07/09/2017,Lod,53,39,38,48,55
07/09/2017,Mizpe Ramon,39,35,33,42,38
07/09/2017,Nazareth,54,46,46,45,51
07/09/2017,Qazrin,25,30,30,43,44
07/09/2017,Tel Aviv,63,46,47,55,58
07/09/2017,Tiberias,30,33,32,45,45
07/09/2017,Zefat,33,39,36,47,50
08/09/2017,Afula,38,45,46,35,44
08/09/2017,Ashdod,60,75,77,78,78
08/09/2017,Beer Sheva,37,44,46,43,46
08/09/2017,Bet Shean,27,15,14,20,25
08/09/2017,Elat,21,25,26,28,25
08/09/2017,En Gedi,32,35,37,33,28
08/09/2017,Haifa,51,65,66,60,63
08/09/2017,Jerusalem,39,27,25,18,17
08/09/2017,Lod,41,48,50,48,52
08/09/2017,Mizpe Ramon,33,25,24,37,38
08/09/2017,Nazareth,48,47,46,38,40
08/09/2017,Qazrin,36,18,14,22,22
08/09/2017,Tel Aviv,52,58,58,58,65
08/09/2017,Tiberias,35,25,22,21,19
08/09/2017,Zefat,50,17,15,18,18
09/09/2017,Afula,40,42,36,42,43
09/09/2017,Ashdod,69,77,75,82,82
09/09/2017,Beer Sheva,45,50,49,55,53
09/09/2017,Bet Shean,17,31,26,34,28
09/09/2017,Elat,26,22,23,29,26
09/09/2017,En Gedi,30,36,39,31,28
09/09/2017,Haifa,67,61,60,61,63
09/09/2017,Jerusalem,15,48,42,51,49
09/09/2017,Lod,55,52,47,59,55
09/09/2017,Mizpe Ramon,19,39,36,44,45
09/09/2017,Nazareth,44,42,37,37,34
09/09/2017,Qazrin,22,19,16,20,20
09/09/2017,Tel Aviv,64,58,57,67,66
09/09/2017,Tiberias,35,28,26,22,17
09/09/2017,Zefat,20,17,18,39,26
10/09/2017,Afula,48,43,43,41,47
10/09/2017,Ashdod,75,73,75,76,79
10/09/2017,Beer Sheva,49,39,41,45,44
10/09/2017,Bet Shean,36,27,28,33,35
10/09/2017,Elat,31,28,30,32,31
10/09/2017,En Gedi,33,42,45,32,33
10/09/2017,Haifa,74,60,61,58,61
10/09/2017,Jerusalem,51,37,40,47,42
10/09/2017,Lod,62,41,42,49,50
10/09/2017,Mizpe Ramon,43,34,34,39,35
10/09/2017,Nazareth,43,51,49,56,56
10/09/2017,Qazrin,24,31,31,46,43
10/09/2017,Tel Aviv,69,52,52,60,64
10/09/2017,Tiberias,27,36,36,44,43
10/09/2017,Zefat,33,33,31,52,47
11/09/2017,Afula,41,34,33,38,32
11/09/2017,Ashdod,69,76,76,77,80
11/09/2017,Beer Sheva,43,28,27,39,35
11/09/2017,Bet Shean,30,20,20,30,27
11/09/2017,Elat,32,22,19,24,21
11/09/2017,En Gedi,36,34,33,32,23
11/09/2017,Haifa,64,60,62,61,59
11/09/2017,Jerusalem,31,23,21,25,24
11/09/2017,Lod,56,36,36,50,49
11/09/2017,Mizpe Ramon,34,23,21,26,14
11/09/2017,Nazareth,57,48,50,55,58
11/09/2017,Qazrin,41,20,20,37,34
11/09/2017,Tel Aviv,65,51,52,63,63
11/09/2017,Tiberias,47,29,30,39,39
11/09/2017,Zefat,53,26,25,41,30
12/09/2017,Afula,28,26,25,30,33
12/09/2017,Ashdod,72,75,76,75,80
12/09/2017,Beer Sheva,19,23,23,31,31
12/09/2017,Bet Shean,21,16,16,28,23
12/09/2017,Elat,25,16,16,20,17
12/09/2017,En Gedi,31,33,34,29,23
12/09/2017,Haifa,48,55,56,52,56
12/09/2017,Jerusalem,20,22,22,22,25
12/09/2017,Lod,51,28,28,44,45
12/09/2017,Mizpe Ramon,16,17,18,20,20
12/09/2017,Nazareth,48,38,39,44,45
12/09/2017,Qazrin,28,17,18,24,26
12/09/2017,Tel Aviv,66,44,45,59,61
12/09/2017,Tiberias,39,26,28,34,21
12/09/2017,Zefat,45,13,14,19,16
13/09/2017,Afula,32,34,30,31,33
13/09/2017,Ashdod,61,75,76,83,82
13/09/2017,Beer Sheva,22,33,29,42,39
13/09/2017,Bet Shean,13,20,21,30,28
13/09/2017,Elat,18,12,13,15,14
13/09/2017,En Gedi,25,35,33,21,25
13/09/2017,Haifa,51,62,63,59,60
13/09/2017,Jerusalem,14,35,33,36,29
13/09/2017,Lod,38,37,36,53,49
13/09/2017,Mizpe Ramon,20,25,20,24,29
13/09/2017,Nazareth,44,40,42,50,55
13/09/2017,Qazrin,23,16,19,19,25
13/09/2017,Tel Aviv,55,52,54,64,66
13/09/2017,Tiberias,28,26,29,37,29
13/09/2017,Zefat,37,18,19,28,30
14/09/2017,Afula,34,55,55,56,54
14/09/2017,Ashdod,76,79,77,81,79
14/09/2017,Beer Sheva,42,49,51,56,57
14/09/2017,Bet Shean,23,38,37,38,44
14/09/2017,Elat,13,29,28,32,32
14/09/2017,En Gedi,22,35,39,39,34
14/09/2017,Haifa,63,70,69,72,70
14/09/2017,Jerusalem,30,41,53,57,58
14/09/2017,Lod,56,53,52,61,60
14/09/2017,Mizpe Ramon,23,49,48,55,54
14/09/2017,Nazareth,63,55,55,45,48
14/09/2017,Qazrin,23,27,30,32,36
14/09/2017,Tel Aviv,72,62,61,67,67
14/09/2017,Tiberias,15,32,34,33,38
14/09/2017,Zefat,28,32,35,39,38
15/09/2017,Afula,59,50,49,52,52
15/09/2017,Ashdod,73,68,68,76,78
15/09/2017,Beer Sheva,55,47,46,56,55
15/09/2017,Bet Shean,33,38,35,40,44
15/09/2017,Elat,25,37,40,32,32
15/09/2017,En Gedi,37,54,54,48,43
15/09/2017,Haifa,76,67,67,69,65
15/09/2017,Jerusalem,49,49,50,56,57
15/09/2017,Lod,66,55,53,57,59
15/09/2017,Mizpe Ramon,46,46,46,51,54
15/09/2017,Nazareth,58,71,63,64,57
15/09/2017,Qazrin,33,45,43,52,49
15/09/2017,Tel Aviv,77,57,57,60,62
15/09/2017,Tiberias,38,48,45,41,39
15/09/2017,Zefat,22,54,45,55,53
16/09/2017,Afula,52,46,47,44,47
16/09/2017,Ashdod,68,64,64,68,73
16/09/2017,Beer Sheva,47,45,45,45,46
16/09/2017,Bet Shean,42,34,34,37,41
16/09/2017,Elat,38,25,31,32,34
16/09/2017,En Gedi,38,44,46,42,40
16/09/2017,Haifa,69,58,58,55,67
16/09/2017,Jerusalem,55,48,47,48,49
16/09/2017,Lod,59,48,49,51,52
16/09/2017,Mizpe Ramon,45,38,36,39,40
16/09/2017,Nazareth,66,54,51,50,58
16/09/2017,Qazrin,52,39,37,48,53
16/09/2017,Tel Aviv,67,51,53,55,60
16/09/2017,Tiberias,44,41,40,40,43
16/09/2017,Zefat,63,46,46,47,52
17/09/2017,Afula,45,40,44,46,47
17/09/2017,Ashdod,64,69,69,72,80
17/09/2017,Beer Sheva,47,37,37,39,33
17/09/2017,Bet Shean,37,29,29,36,36
17/09/2017,Elat,25,17,19,20,22
17/09/2017,En Gedi,37,44,41,40,33
17/09/2017,Haifa,59,53,57,66,54
17/09/2017,Jerusalem,48,41,43,33,43
17/09/2017,Lod,49,45,47,49,52
17/09/2017,Mizpe Ramon,31,29,27,34,30
17/09/2017,Nazareth,58,49,50,55,51
17/09/2017,Qazrin,46,34,38,51,49
17/09/2017,Tel Aviv,61,51,53,57,61
17/09/2017,Tiberias,40,36,39,41,38
17/09/2017,Zefat,56,39,42,55,46
18/09/2017,Afula,40,47,45,40,42
18/09/2017,Ashdod,63,68,69,75,81
18/09/2017,Beer Sheva,33,42,42,38,35
18/09/2017,Bet Shean,36,28,25,33,32
18/09/2017,Elat,26,24,20,26,25
18/09/2017,En Gedi,35,46,40,34,28
18/09/2017,Haifa,60,60,61,63,67
18/09/2017,Jerusalem,37,40,27,45,38
18/09/2017,Lod,54,48,49,56,48
18/09/2017,Mizpe Ramon,27,36,35,40,36
18/09/2017,Nazareth,54,55,55,54,55
18/09/2017,Qazrin,41,26,22,41,31
18/09/2017,Tel Aviv,55,50,51,63,61
18/09/2017,Tiberias,41,32,29,48,36
18/09/2017,Zefat,45,31,28,45,42
19/09/2017,Afula,44,48,43,42,43
19/09/2017,Ashdod,71,74,72,78,79
19/09/2017,Beer Sheva,34,35,34,36,35
19/09/2017,Bet Shean,27,36,33,34,31
19/09/2017,Elat,22,24,19,25,23
19/09/2017,En Gedi,38,45,45,39,34
19/09/2017,Haifa,61,62,63,63,64
19/09/2017,Jerusalem,31,39,34,43,37
19/09/2017,Lod,52,48,50,54,52
19/09/2017,Mizpe Ramon,34,31,25,34,35
19/09/2017,Nazareth,53,52,48,49,49
19/09/2017,Qazrin,25,35,34,42,33
19/09/2017,Tel Aviv,59,54,57,62,61
19/09/2017,Tiberias,39,38,36,28,38
19/09/2017,Zefat,35,43,39,41,36
20/09/2017,Afula,45,51,47,41,45
20/09/2017,Ashdod,70,69,68,74,75
20/09/2017,Beer Sheva,30,37,36,47,42
20/09/2017,Bet Shean,33,31,35,32,35
20/09/2017,Elat,34,20,22,24,24
20/09/2017,En Gedi,38,41,38,31,38
20/09/2017,Haifa,63,62,64,61,59
20/09/2017,Jerusalem,41,40,39,48,46
20/09/2017,Lod,55,48,45,46,48
20/09/2017,Mizpe Ramon,32,27,25,36,37
20/09/2017,Nazareth,54,56,53,48,50
20/09/2017,Qazrin,39,44,41,41,46
20/09/2017,Tel Aviv,66,57,52,55,61
20/09/2017,Tiberias,35,43,41,37,41
20/09/2017,Zefat,55,44,43,48,51
21/09/2017,Afula,44,43,45,50,48
21/09/2017,Ashdod,63,78,78,81,84
21/09/2017,Beer Sheva,33,35,33,45,41
21/09/2017,Bet Shean,38,31,33,38,38
21/09/2017,Elat,16,19,20,16,16
