Validity_date,City,Persist_value_wind,EC_wind_1,EC_wind_2,CO_wind_1,CO_wind_2,C3_wind_1,C3_wind_2,OH_wind_1,OH_wind_2
12/06/2017,Zefat,9,7,6,9,12,14,15,10,12
13/06/2017,Afula,10,10,10,13,13,12,13,13,13
13/06/2017,Ashdod,10,8,10,14,14,10,10,7,8
13/06/2017,Beer Sheva,9,10,9,12,12,14,13,9,10
13/06/2017,Bet Shean,16,10,9,3,6,14,14,11,12
13/06/2017,Elat,10,11,10,3,4,16,17,14,14
13/06/2017,En Gedi,12,5,5,17,4,9,13,6,5
13/06/2017,Haifa,7,7,8,14,14,12,10,8,8
13/06/2017,Jerusalem,11,12,12,16,16,15,13,12,12
13/06/2017,Lod,8,8,8,15,16,10,11,8,8
13/06/2017,Mizpe Ramon,10,11,11,18,19,16,15,11,10
13/06/2017,Nazareth,18,10,10,7,7,14,15,9,9
13/06/2017,Qazrin,11,11,12,12,12,12,15,10,11
13/06/2017,Tel Aviv,8,8,9,9,9,9,9,7,8
13/06/2017,Tiberias,12,11,12,10,9,18,5,14,12
13/06/2017,Zefat,9,8,7,12,15,16,16,14,11
14/06/2017,Afula,11,11,9,14,11,14,13,13,14
14/06/2017,Ashdod,10,10,11,9,9,12,11,11,11
14/06/2017,Beer Sheva,9,10,11,13,13,16,16,13,13
14/06/2017,Bet Shean,16,11,7,12,13,17,18,11,11
14/06/2017,Elat,9,11,10,12.67,15,14,17,13,13
14/06/2017,En Gedi,12,10,9,12,13,23,19,10,10
14/06/2017,Haifa,8,9,6,14,14,10,8,8,7
14/06/2017,Jerusalem,10,14,13,12,12,20,17,14,15
14/06/2017,Lod,8,12,10,16,15,13,12,10,10
14/06/2017,Mizpe Ramon,11,15,15,15,13,23,23,12,13
14/06/2017,Nazareth,16,11,9,12,13,13,13,10,10
14/06/2017,Qazrin,9,13,10,12,13,16,15,15,15
14/06/2017,Tel Aviv,9,10,8,11,13,11,10,9,10
14/06/2017,Tiberias,15,10,8,12,11,17,9,15,15
14/06/2017,Zefat,12,8,9,11,10,14,19,15,15
15/06/2017,Afula,12,9,10,12,11,14,15,12,12
15/06/2017,Ashdod,11,10,9,9,8,12,13,11,11
15/06/2017,Beer Sheva,11,9,8,13,13,13,13,10,10
15/06/2017,Bet Shean,21,10,9,11,11,17,18,12,12
15/06/2017,Elat,12,12,11,13.67,9,18,16,11,11
15/06/2017,En Gedi,27,9,8,13,14,14,16,10,10
15/06/2017,Haifa,6,8,8,10,10,10,10,10,9
15/06/2017,Jerusalem,17,11,11,10,8,12,13,8,8
15/06/2017,Lod,10,8,8,14,14,11,12,10,9
15/06/2017,Mizpe Ramon,15,11,11,12,10,16,17,8,8
15/06/2017,Nazareth,17,11,11,12,12,14,14,9,8
15/06/2017,Qazrin,15,9,9,9,10,14,14,8,9
15/06/2017,Tel Aviv,8,9,9,9,10,10,11,10,10
15/06/2017,Tiberias,12,11,11,9,10,14,9,11,12
15/06/2017,Zefat,17,7,7,9,12,16,17,8,9
16/06/2017,Afula,11,10,11,14,13,16,15,13,14
16/06/2017,Ashdod,9,9,9,8,9,11,10,10,9
16/06/2017,Beer Sheva,8,11,10,13,13,15,15,12,12
16/06/2017,Bet Shean,17,9,10,11,11,19,20,13,13
16/06/2017,Elat,11,12,12,14.33,7,18,20,13,12
16/06/2017,En Gedi,12,8,9,15,15,19,16,10,9
16/06/2017,Haifa,8,8,8,14,13,10,10,9,8
16/06/2017,Jerusalem,10,13,13,10,10,15,15,12,13
16/06/2017,Lod,8,10,9,15,14,12,12,10,10
16/06/2017,Mizpe Ramon,12,14,14,12,11,20,18,11,11
16/06/2017,Nazareth,15,12,12,11,11,16,16,10,9
16/06/2017,Qazrin,11,10,10,13,12,16,16,10,10
16/06/2017,Tel Aviv,9,9,9,10,10,10,9,9,9
16/06/2017,Tiberias,12,10,11,12,12,18,4,12,12
16/06/2017,Zefat,17,9,9,7,11,20,19,12,12
17/06/2017,Afula,11,10,10,10,10,14,13,13,13
17/06/2017,Ashdod,9,9,10,8,10,10,10,10,8
17/06/2017,Beer Sheva,10,10,10,11,10,14,14,11,10
17/06/2017,Bet Shean,18,9,9,10,10,15,15,12,12
17/06/2017,Elat,10,11,10,13.67,9,17,17,13,14
17/06/2017,En Gedi,20,6,6,15,14,15,13,8,7
17/06/2017,Haifa,8,9,8,12,11,14,12,6,8
17/06/2017,Jerusalem,16,13,12,13,9,16,17,13,13
17/06/2017,Lod,9,9,9,13,14,10,11,10,9
17/06/2017,Mizpe Ramon,11,13,13,14,15,18,19,10,10
17/06/2017,Nazareth,18,10,10,10,10,14,14,8,7
17/06/2017,Qazrin,12,12,12,10,10,18,12,12,12
17/06/2017,Tel Aviv,9,9,9,10,11,10,9,9,8
17/06/2017,Tiberias,11,11,11,8,9,21,21,14,14
17/06/2017,Zefat,18,7,7,10,11,15,16,14,14
18/06/2017,Afula,12,9,9,9,9,13,12,9,11
18/06/2017,Ashdod,10,9,9,5,5,10,9,8,6
18/06/2017,Beer Sheva,10,9,9,10,8,13,13,10,11
18/06/2017,Bet Shean,13,10,8,10,10,13,13,9,10
18/06/2017,Elat,10,10,10,12.33,12.33,18,18,9,9
18/06/2017,En Gedi,7,7,8,11,12,11,9,9,9
18/06/2017,Haifa,8,7,6,10,11,10,10,5,5
18/06/2017,Jerusalem,12,11,11,10,10,17,16,12,11
18/06/2017,Lod,9,8,8,11,10,11,11,9,9
18/06/2017,Mizpe Ramon,12,12,12,12,12,16,16,7,8
18/06/2017,Nazareth,18,10,10,9,9,14,14,9,9
18/06/2017,Qazrin,12,11,11,9,10,15,16,11,11
18/06/2017,Tel Aviv,9,8,8,10,9,9,8,7,7
18/06/2017,Tiberias,15,10,10,9,9,11,18,12,13
18/06/2017,Zefat,18,7,7,9,8,15,14,12,11
19/06/2017,Afula,10,10,10,8,8,13,13,11,13
19/06/2017,Ashdod,9,10,9,10,11,9,9,8,10
19/06/2017,Beer Sheva,9,9,9,11,11,13,15,11,12
19/06/2017,Bet Shean,16,10,10,14,13,15,15,11,12
19/06/2017,Elat,9,9,9,13.33,13.67,18,17,13,15
19/06/2017,En Gedi,11,7,7,12,12,15,13,7,6
19/06/2017,Haifa,6,7,7,12,14,11,10,5,6
19/06/2017,Jerusalem,13,12,13,12,12,15,17,14,15
19/06/2017,Lod,8,9,9,14,15,10,11,10,10
19/06/2017,Mizpe Ramon,13,13,14,15,15,15,19,10,12
19/06/2017,Nazareth,15,10,10,14,13,14,15,8,7
19/06/2017,Qazrin,11,13,13,9,10,17,15,14,14
19/06/2017,Tel Aviv,8,9,8,8,14,9,9,8,9
19/06/2017,Tiberias,12,11,11,10,14,14,18,12,15
19/06/2017,Zefat,12,8,8,14,13,18,13,14,13
20/06/2017,Afula,12,11,10,11,11,11,12,12,12
20/06/2017,Ashdod,9,10,10,16,16,13,12,9,10
20/06/2017,Beer Sheva,9,9,9,14,13,14,14,11,11
20/06/2017,Bet Shean,15,9,9,13,13,16,13,12,12
20/06/2017,Elat,9,9,9,11.33,11.33,13,13,12,12
20/06/2017,En Gedi,13,8,8,14,15,19,15,7,7
20/06/2017,Haifa,7,9,9,15,17,13,12,11,11
20/06/2017,Jerusalem,13,14,14,13,12,16,17,15,15
20/06/2017,Lod,9,10,10,14,15,13,11,10,11
20/06/2017,Mizpe Ramon,12,13,13,13,13,15,17,12,13
20/06/2017,Nazareth,16,10,10,11,12,16,15,11,11
20/06/2017,Qazrin,14,14,14,11,11,20,18,14,14
20/06/2017,Tel Aviv,8,9,10,11,11,12,10,10,10
20/06/2017,Tiberias,12,10,10,10,11,14,16,13,12
20/06/2017,Zefat,17,8,8,11,12,13,14,15,16
21/06/2017,Afula,13,12,11,14,14,14,11,14,15
21/06/2017,Ashdod,10,11,10,13,11,12,15,14,15
21/06/2017,Beer Sheva,9,9,9,11,11,15,15,12,13
21/06/2017,Bet Shean,14,10,9,11,11,10,10,14,15
21/06/2017,Elat,9,8,8,10,10,14,13,10,10
21/06/2017,En Gedi,13,10,9,4,7,13,12,5,7
21/06/2017,Haifa,9,10,11,13,11,14,15,14,13
21/06/2017,Jerusalem,13,13,14,15,16,19,20,18,18
21/06/2017,Lod,10,12,11,11,11,12,13,14,14
21/06/2017,Mizpe Ramon,11,12,13,10,10,14,15,12,13
21/06/2017,Nazareth,17,10,11,13,12,14,14,13,14
21/06/2017,Qazrin,13,14,13,13,14,15,15,16,16
21/06/2017,Tel Aviv,10,11,11,11,11,11,14,14,15
21/06/2017,Tiberias,13,11,10,11,11,15,14,15,15
21/06/2017,Zefat,21,9,9,11,10,12,15,17,17
22/06/2017,Afula,14,9,10,13,13,14,14,14,14
22/06/2017,Ashdod,10,11,10,11,11,13,13,9,10
22/06/2017,Beer Sheva,9,9,9,11,11,14,14,10,12
22/06/2017,Bet Shean,14,9,9,12,13,17,16,12,12
22/06/2017,Elat,8,11,11,15,16,18,17,12,11
22/06/2017,En Gedi,26,12,10,5,5,16,14,5,6
22/06/2017,Haifa,11,9,9,10,10,11,10,10,10
22/06/2017,Jerusalem,12,11,12,13,13,14,15,11,14
22/06/2017,Lod,11,9,9,10,10,13,12,10,11
22/06/2017,Mizpe Ramon,10,12,12,10,10,17,18,9,8
22/06/2017,Nazareth,17,11,10,13,13,16,16,14,14
22/06/2017,Qazrin,15,11,10,13,14,14,14,12,14
22/06/2017,Tel Aviv,11,10,10,10,10,13,10,10,10
22/06/2017,Tiberias,11,10,10,9,13,16,13,14,14
22/06/2017,Zefat,22,9,8,11,11,20,18,14,15
23/06/2017,Afula,10,10,10,13,13,15,13,13,12
23/06/2017,Ashdod,10,11,10,11,12,13,12,11,11
23/06/2017,Beer Sheva,9,11,11,14,14,16,17,13,13
23/06/2017,Bet Shean,20,9,9,13,13,20,19,13,12
23/06/2017,Elat,9,13,13,18,18,18,20,15,14
23/06/2017,En Gedi,21,11,10,5,5,18,20,6,6
23/06/2017,Haifa,9,9,8,10,10,11,11,9,9
23/06/2017,Jerusalem,14,13,13,13,13,15,16,12,12
23/06/2017,Lod,9,10,10,12,11,12,12,12,12
23/06/2017,Mizpe Ramon,12,14,15,12,12,19,20,9,10
23/06/2017,Nazareth,18,11,11,13,14,15,15,14,14
23/06/2017,Qazrin,12,10,10,11,10,16,14,9,9
23/06/2017,Tel Aviv,10,9,9,10,10,11,10,10,10
23/06/2017,Tiberias,12,10,10,11,7,18,14,14,9
23/06/2017,Zefat,15,9,8,9,8,18,17,13,13
24/06/2017,Afula,11,9,10,13,12,15,16,11,11
24/06/2017,Ashdod,10,10,10,11,11,13,12,11,11
24/06/2017,Beer Sheva,11,10,10,12,11,16,16,11,12
24/06/2017,Bet Shean,16,9,9,13,12,20,20,11,11
24/06/2017,Elat,10,12,12,18,17,17,19,13,13
24/06/2017,En Gedi,18,10,10,4,4,18,19,6,6
24/06/2017,Haifa,8,8,8,9,8,10,10,7,7
24/06/2017,Jerusalem,12,13,13,8,8,14,14,8,9
24/06/2017,Lod,10,9,9,9,10,12,12,10,10
24/06/2017,Mizpe Ramon,13,14,14,13,13,18,20,9,10
24/06/2017,Nazareth,17,11,11,15,12,14,15,14,10
24/06/2017,Qazrin,10,10,9,10,10,15,16,9,9
24/06/2017,Tel Aviv,9,9,9,10,10,11,10,10,10
24/06/2017,Tiberias,13,10,11,3,3,16,15,10,9
24/06/2017,Zefat,13,9,9,4,5,18,18,11,11
25/06/2017,Afula,11,9,9,12,12,14,14,10,9
25/06/2017,Ashdod,10,8,8,10,11,10,11,10,9
25/06/2017,Beer Sheva,10,10,10,14,13,14,14,12,12
25/06/2017,Bet Shean,17,8,8,11,12,19,18,10,9
25/06/2017,Elat,10,13,14,20,18,19,19,13,13
25/06/2017,En Gedi,17,8,8,6,6,16,15,6,5
25/06/2017,Haifa,8,7,7,7,8,9,8,6,6
25/06/2017,Jerusalem,11,11,11,10,10,13,13,8,8
25/06/2017,Lod,9,8,8,10,10,12,12,10,10
25/06/2017,Mizpe Ramon,14,13,13,12,12,17,20,10,11
25/06/2017,Nazareth,17,11,10,13,14,15,14,9,9
25/06/2017,Qazrin,10,8,7,8,9,13,12,7,7
25/06/2017,Tel Aviv,9,8,8,10,10,9,9,9,9
25/06/2017,Tiberias,13,9,8,3,3,14,10,8,9
25/06/2017,Zefat,15,7,7,4,4,16,14,9,9
26/06/2017,Afula,10,9,9,9,11,8.33,14,7,6
26/06/2017,Ashdod,8,9,9,10,10,9.33,12,9,10
26/06/2017,Beer Sheva,10,9,9,12,13,10.67,13,11,11
26/06/2017,Bet Shean,17,8,8,9,9,8,17,7,6
26/06/2017,Elat,11,12,13,15,14,12,17,9,10
26/06/2017,En Gedi,15,10,11,7,5,7.67,11,6,6
26/06/2017,Haifa,7,6,6,7,7,6.33,8,6,7
26/06/2017,Jerusalem,10,11,10,9,8,9,12,7,8
26/06/2017,Lod,8,8,8,9,9,8.67,10,9,9
26/06/2017,Mizpe Ramon,13,13,13,13,13,12,17,10,10
26/06/2017,Nazareth,18,10,10,11,11,9.67,13,8,8
26/06/2017,Qazrin,8,7,7,7,7,7,9,7,6
26/06/2017,Tel Aviv,8,9,8,8,10,8.33,10,8,9
26/06/2017,Tiberias,11,7,7,5,4,6,10,6,6
26/06/2017,Zefat,15,7,7,5,4,6.33,12,7,7
27/06/2017,Afula,10,11,10,13,13,15,12,13,13
27/06/2017,Ashdod,9,10,10,11,11,11,10.33,10,10
27/06/2017,Beer Sheva,9,10,10,13,13,16,11.33,12,11
27/06/2017,Bet Shean,17,10,10,15,15,17,12.33,12,12
27/06/2017,Elat,9,9,9,13,11,16,9.67,9,9
27/06/2017,En Gedi,10,9,9,3,3,14,6,6,6
27/06/2017,Haifa,6,8,8,8,8,10,8,9,8
27/06/2017,Jerusalem,9,13,13,13,13,14,11.67,9,9
27/06/2017,Lod,8,9,9,11,11,12,10,10,10
27/06/2017,Mizpe Ramon,11,14,14,13,12,19,11.33,8,8
27/06/2017,Nazareth,17,12,12,15,16,16,12.33,9,9
27/06/2017,Qazrin,7,9,8,9,8,14,8,8,8
27/06/2017,Tel Aviv,8,8,9,10,9,10,9,9,9
27/06/2017,Tiberias,10,12,11,5,5,15,7.33,5,6
27/06/2017,Zefat,12,8,8,7,5,16,7,7,8
28/06/2017,Afula,11,10,10,13,14,14,14,14,14
28/06/2017,Ashdod,10,9,9,10,10,10,9,9,9
28/06/2017,Beer Sheva,10,9,9,11,12,14,13,11,10
28/06/2017,Bet Shean,19,9,9,13,13,16,16,12,12
28/06/2017,Elat,9,11,11,15,15,16,19,10,11
28/06/2017,En Gedi,9,8,7,4,4,12,8,6,8
28/06/2017,Haifa,8,8,8,8,9,13,12,7,7
28/06/2017,Jerusalem,10,13,12,13,14,16,17,12,12
28/06/2017,Lod,9,9,9,10,10,11,11,10,10
28/06/2017,Mizpe Ramon,13,13,12,11,12,17,17,8,8
28/06/2017,Nazareth,20,10,10,14,14,15,14,9,9
28/06/2017,Qazrin,11,11,11,11,10,14,15,10,10
28/06/2017,Tel Aviv,9,9,9,9,9,9,8,9,9
28/06/2017,Tiberias,11,11,12,6,7,20,5,14,13
28/06/2017,Zefat,15,6,7,9,9,16,16,14,14
29/06/2017,Afula,12,10,9,13,13,13,14,14,13
29/06/2017,Ashdod,9,10,9,10,10,10,10,8,9
29/06/2017,Beer Sheva,9,9,8,11,11,12,11,9,10
29/06/2017,Bet Shean,16,9,9,14,13,19,17,12,12
29/06/2017,Elat,11,9,10,13,13,14,17,10,10
29/06/2017,En Gedi,20,6,5,3,3,12,15,6,7
29/06/2017,Haifa,8,8,9,10,10,13,13,6,8
29/06/2017,Jerusalem,13,11,12,14,13,14,15,11,12
29/06/2017,Lod,9,8,8,10,10,11,10,9,10
29/06/2017,Mizpe Ramon,12,12,13,10,11,16,18,9,8
29/06/2017,Nazareth,16,11,10,15,14,16,15,9,9
29/06/2017,Qazrin,10,11,11,11,11,13,14,10,10
29/06/2017,Tel Aviv,9,9,9,9,9,10,9,8,9
29/06/2017,Tiberias,16,11,11,7,8,9,5,14,14
29/06/2017,Zefat,14,8,7,10,8,22,20,14,14
30/06/2017,Afula,12,10,10,13,13,13,13,15,15
30/06/2017,Ashdod,9,11,11,9,9,11,10,10,11
30/06/2017,Beer Sheva,8,9,9,12,11,14,14,11,10
30/06/2017,Bet Shean,17,10,9,13,13,16,19,13,13
30/06/2017,Elat,8,11,12,15,15,17,19,13,13
30/06/2017,En Gedi,21,7,6,3,3,16,15,3,5
30/06/2017,Haifa,9,10,9,9,10,14,14,8,8
30/06/2017,Jerusalem,13,12,13,15,16,16,17,11,13
30/06/2017,Lod,8,8,8,9,9,10,10,9,9
30/06/2017,Mizpe Ramon,14,13,13,14,14,16,17,11,11
30/06/2017,Nazareth,18,10,10,15,15,15,15,9,10
30/06/2017,Qazrin,14,10,11,13,13,14,16,10,10
30/06/2017,Tel Aviv,9,10,9,9,10,10,10,9,10
30/06/2017,Tiberias,16,11,11,14,6,23,23,14,15
30/06/2017,Zefat,18,7,8,8,6,20,22,14,15
01/07/2017,Afula,13,9,9,11,11,12,12,11,12
01/07/2017,Ashdod,11,11,10,9,9,10,8,8,9
01/07/2017,Beer Sheva,9,8,8,8,9,11,11,9,9
01/07/2017,Bet Shean,17,9,8,7,8,14,14,9,9
01/07/2017,Elat,10,7,7,10,10,13,16,10,10
01/07/2017,En Gedi,11,4,4,3,3,8,5,3,3
01/07/2017,Haifa,9,7,7,6,6,11,10,5,6
01/07/2017,Jerusalem,12,10,10,5,7,13,13,10,11
01/07/2017,Lod,8,7,7,9,9,10,10,9,9
01/07/2017,Mizpe Ramon,13,12,12,7,8,16,16,9,8
01/07/2017,Nazareth,20,9,10,12,12,13,14,8,7
01/07/2017,Qazrin,11,8,8,9,9,8,10,6,6
01/07/2017,Tel Aviv,9,9,9,9,8,9,9,7,9
01/07/2017,Tiberias,14,9,11,6,6,13,6,9,9
01/07/2017,Zefat,23,4,4,4,5,11,12,9,9
02/07/2017,Afula,10,9,9,11,11,13,12,12,12
02/07/2017,Ashdod,10,10,8,8,8,11,9,7,6
02/07/2017,Beer Sheva,8,6,8,8,8,8,11,10,9
02/07/2017,Bet Shean,16,9,8,12,12,15,16,11,11
02/07/2017,Elat,6,5,9,6,6,11,10,3,5
02/07/2017,En Gedi,8,5,5,4,4,9,4,4,4
02/07/2017,Haifa,7,7,6,7,7,12,11,4,4
02/07/2017,Jerusalem,10,10,10,7,7,13,12,9,10
02/07/2017,Lod,7,7,7,8,8,10,9,9,8
02/07/2017,Mizpe Ramon,10,12,12,9,8,15,15,7,6
02/07/2017,Nazareth,15,10,10,11,11,14,14,7,7
02/07/2017,Qazrin,8,9,9,11,11,10,9,9,9
02/07/2017,Tel Aviv,9,9,8,7,7,9,8,6,6
02/07/2017,Tiberias,12,11,11,9,7,14,9,10,9
02/07/2017,Zefat,14,5,6,5,3,17,14,10,9
03/07/2017,Afula,10,10,9,12,12,13,13,13,12
03/07/2017,Ashdod,8,7,7,7,9,8,7,6,5
03/07/2017,Beer Sheva,8,9,8,9,9,12,12,10,9
03/07/2017,Bet Shean,16,11,9,12,11,14,15,11,10
03/07/2017,Elat,6,8,4,3,4,11,12,13,11
03/07/2017,En Gedi,9,6,5,4,3,15,4,3,4
03/07/2017,Haifa,6,7,6,7,7,12,11,4,5
03/07/2017,Jerusalem,10,11,11,12,10,14,15,14,12
03/07/2017,Lod,7,8,7,9,8,10,10,9,8
03/07/2017,Mizpe Ramon,13,13,13,10,10,17,17,10,11
03/07/2017,Nazareth,16,11,10,14,14,14,14,8,9
03/07/2017,Qazrin,9,9,8,10,11,12,10,10,9
03/07/2017,Tel Aviv,8,8,8,7,8,9,8,6,6
03/07/2017,Tiberias,12,12,11,13,13,20,7,13,11
03/07/2017,Zefat,15,6,5,3,5,13,17,13,11
04/07/2017,Afula,10,10,10,13,13,12,13,14,14
04/07/2017,Ashdod,7,10,10,10,10,9,7,9,8
04/07/2017,Beer Sheva,8,9,9,12,12,13,12,11,10
04/07/2017,Bet Shean,17,10,10,13,14,15,17,11,11
04/07/2017,Elat,6,10,11,11,11,15,19,12,13
04/07/2017,En Gedi,15,6,8,3,3,18,16,8,10
04/07/2017,Haifa,6,8,7,8,8,13,13,6,7
04/07/2017,Jerusalem,12,13,12,15,15,15,17,12,12
04/07/2017,Lod,7,9,8,9,10,10,10,8,8
04/07/2017,Mizpe Ramon,13,15,15,13,14,21,22,14,14
04/07/2017,Nazareth,18,10,10,14,13,13,14,8,8
04/07/2017,Qazrin,9,10,10,11,11,15,9,10,10
04/07/2017,Tel Aviv,8,9,9,8,9,9,8,8,8
04/07/2017,Tiberias,9,11,11,13,14,20,16,14,13
04/07/2017,Zefat,14,10,7,4,3,14,15,14,13
05/07/2017,Afula,11,10,10,13,14,12.67,14,15,14
05/07/2017,Ashdod,10,10,10,10,10,10,11,10,10
05/07/2017,Beer Sheva,9,10,10,12,12,11,14,11,10
05/07/2017,Bet Shean,19,9,9,13,14,11.67,15,13,13
05/07/2017,Elat,7,11,11,16,16,13.33,16,13,13
05/07/2017,En Gedi,11,10,10,4,4,6.67,14,6,10
05/07/2017,Haifa,7,8,9,10,10,8.67,13,8,8
05/07/2017,Jerusalem,12,14,14,16,15,13.67,16,11,11
05/07/2017,Lod,8,9,9,9,9,9,11,9,9
05/07/2017,Mizpe Ramon,14,15,15,15,15,14.33,22,13,12
05/07/2017,Nazareth,16,11,11,14,14,11.67,15,10,10
05/07/2017,Qazrin,11,10,10,10,10,10,14,10,10
05/07/2017,Tel Aviv,9,9,9,8,9,8.67,9,9,9
05/07/2017,Tiberias,14,12,12,16,16,13.67,13,13,14
05/07/2017,Zefat,13,8,7,4,4,8.33,15,13,14
06/07/2017,Afula,11,10,10,14,14,13,13,12,12
06/07/2017,Ashdod,10,10,10,7,7,10,9,9,10
06/07/2017,Beer Sheva,10,9,9,11,11,14,13,11,12
06/07/2017,Bet Shean,16,9,9,14,14,15,16,12,12
06/07/2017,Elat,9,12,11,14,15,15,14,13,15
06/07/2017,En Gedi,12,9,9,4,3,19,17,9,8
06/07/2017,Haifa,9,9,8,10,10,14,12,8,10
06/07/2017,Jerusalem,12,15,15,16,17,18,17,12,14
06/07/2017,Lod,9,10,10,8,9,10,11,10,10
06/07/2017,Mizpe Ramon,15,15,15,15,15,21,21,12,12
06/07/2017,Nazareth,19,11,11,14,14,15,14,9,11
06/07/2017,Qazrin,10,12,12,12,12,15,15,10,11
06/07/2017,Tel Aviv,9,9,9,7,8,10,9,9,10
06/07/2017,Tiberias,14,11,11,19,19,19,21,15,15
06/07/2017,Zefat,13,9,9,6,6,15,16,15,15
07/07/2017,Afula,11,10,10,12,12,13,12,12,11
07/07/2017,Ashdod,10,9,10,10,10,11,10,8,7
07/07/2017,Beer Sheva,9,8,9,10,10,13,13,11,11
07/07/2017,Bet Shean,17,8,8,14,12,14,14,12,11
07/07/2017,Elat,8,10,11,13,12,14,13,14,11
07/07/2017,En Gedi,17,9,9,4,6,16,16,9,6
07/07/2017,Haifa,8,7,8,9,10,12,11,7,7
07/07/2017,Jerusalem,15,14,14,16,16,16,15,13,13
07/07/2017,Lod,10,9,9,9,9,11,10,11,10
07/07/2017,Mizpe Ramon,14,15,14,14,12,19,20,10,10
07/07/2017,Nazareth,16,10,10,13,13,14,15,12,11
07/07/2017,Qazrin,13,11,11,14,14,14,13,11,11
07/07/2017,Tel Aviv,9,9,9,8,8,9,10,8,9
07/07/2017,Tiberias,15,11,11,19,17,19,20,15,16
07/07/2017,Zefat,14,9,7,8,8,19,18,15,16
08/07/2017,Afula,11,10,10,12,12,13,14,12,11
08/07/2017,Ashdod,10,10,10,10,11,12,12,8,9
08/07/2017,Beer Sheva,9,9,9,12,11,16,14,11,11
08/07/2017,Bet Shean,16,9,9,12,13,17,19,12,11
08/07/2017,Elat,7,10,10,15,15,12,16,10,10
08/07/2017,En Gedi,17,6,7,3,4,19,13,6,6
08/07/2017,Haifa,8,8,8,8,9,11,10,9,8
08/07/2017,Jerusalem,13,13,12,13,13,16,14,13,10
08/07/2017,Lod,9,8,8,9,9,13,11,10,10
08/07/2017,Mizpe Ramon,12,14,13,11,11,19,19,9,9
08/07/2017,Nazareth,17,11,11,14,14,15,15,10,10
08/07/2017,Qazrin,13,10,9,9,8,13,13,10,9
08/07/2017,Tel Aviv,9,9,9,9,8,10,10,9,9
08/07/2017,Tiberias,14,11,11,13,7,9,10,14,13
08/07/2017,Zefat,14,8,8,8,6,20,17,14,13
09/07/2017,Afula,12,9,9,12,12,13,13,10,11
09/07/2017,Ashdod,10,10,10,12,11,13,11,9,9
09/07/2017,Beer Sheva,9,9,9,11,11,13,13,11,11
09/07/2017,Bet Shean,18,8,9,12,12,15,17,10,11
09/07/2017,Elat,8,10,11,16,17,16,17,13,13
09/07/2017,En Gedi,19,9,9,4,8,17,11,6,10
09/07/2017,Haifa,8,8,8,9,9,11,11,8,8
09/07/2017,Jerusalem,11,12,12,11,11,14,14,10,10
09/07/2017,Lod,8,9,8,11,10,12,11,10,10
09/07/2017,Mizpe Ramon,16,12,12,10,10,16,17,8,8
09/07/2017,Nazareth,17,10,11,14,14,15,15,10,9
09/07/2017,Qazrin,10,9,9,8,8,15,12,9,10
09/07/2017,Tel Aviv,9,10,10,10,9,10,10,9,9
09/07/2017,Tiberias,16,10,10,7,9,16,13,11,11
09/07/2017,Zefat,19,7,7,7,5,17,16,11,11
10/07/2017,Afula,12,10,11,13,14,14,17,12,12
10/07/2017,Ashdod,10,10,10,12,12,11,11,11,11
10/07/2017,Beer Sheva,9,10,10,14,13,15,16,13,13
10/07/2017,Bet Shean,16,8,9,13,13,17,19,12,10
10/07/2017,Elat,8,13,14,17,18,19,19,12,12
10/07/2017,En Gedi,19,11,10,8,8,17,16,9,10
10/07/2017,Haifa,8,8,8,9,8,9,9,8,8
10/07/2017,Jerusalem,12,12,12,10,11,13,14,11,11
10/07/2017,Lod,8,9,9,11,11,12,11,11,11
10/07/2017,Mizpe Ramon,13,14,14,13,13,19,19,11,12
10/07/2017,Nazareth,17,12,12,14,15,15,15,9,9
10/07/2017,Qazrin,11,8,8,9,9,15,13,9,8
10/07/2017,Tel Aviv,10,9,9,11,10,9,9,11,10
10/07/2017,Tiberias,13,10,10,4,5,15,9,11,10
10/07/2017,Zefat,19,6,6,7,7,17,17,11,10
11/07/2017,Afula,12,10,11,12,15,13,14,12,12
11/07/2017,Ashdod,10,9,9,10,11,12,10,11,10
11/07/2017,Beer Sheva,10,11,11,15,16,16,16,14,14
11/07/2017,Bet Shean,19,8,9,13,15,16,17,12,12
11/07/2017,Elat,12,14,14,19,19,20,20,14,15
11/07/2017,En Gedi,17,11,11,13,11,17,16,8,8
11/07/2017,Haifa,8,7,7,8,9,9,8,10,9
11/07/2017,Jerusalem,10,12,12,11,13,14,13,10,11
11/07/2017,Lod,9,9,9,10,10,11,12,12,11
11/07/2017,Mizpe Ramon,15,15,15,16,16,21,20,13,14
11/07/2017,Nazareth,18,11,11,15,13,14,15,9,9
11/07/2017,Qazrin,12,9,9,10,9,13,12,9,10
11/07/2017,Tel Aviv,9,8,8,10,10,10,9,11,10
11/07/2017,Tiberias,10,11,11,6,3,10,8,8,10
11/07/2017,Zefat,19,8,8,6,8,18,17,8,10
12/07/2017,Afula,11,10,10,13,13,15,15,13,10
12/07/2017,Ashdod,9,10,9,10,9,9,9,8,8
12/07/2017,Beer Sheva,11,10,9,14,14,14,14,11,11
12/07/2017,Bet Shean,16,10,9,14,14,17,17,10,10
12/07/2017,Elat,12,13,13,15,14,17,16,12,11
12/07/2017,En Gedi,19,9,8,4,5,18,18,8,8
12/07/2017,Haifa,7,8,7,9,9,13,13,6,7
12/07/2017,Jerusalem,13,13,12,14,15,15,14,10,10
